unique_id,ds,LSTM,NBEATS,NHITS,PatchTST,TimeMixer,TimesNet,Informer,TFT
USA/TX/TX_2/FOODS,2016-04-06,2486.3962,2470.2258,2525.4485,2407.7458,2500.8257,2459.206,2455.6516,2452.6663
USA/TX/TX_2/FOODS,2016-04-07,2539.6394,2505.3667,2566.0337,2494.677,2492.6545,2500.2527,2423.8877,2460.8062
USA/TX/TX_2/FOODS,2016-04-08,2826.2693,2709.7664,2773.2656,2774.129,2760.0386,2613.6926,2648.8433,2690.9275
USA/TX/TX_2/FOODS,2016-04-09,3461.4246,3359.2327,3363.0447,3204.5564,3206.692,3229.5688,3143.9856,3219.9543
USA/TX/TX_2/FOODS,2016-04-10,3471.457,3564.4976,3592.8582,3424.2903,3468.3962,3398.3555,3456.567,3419.7368
USA/TX/TX_2/FOODS,2016-04-11,2736.0493,2875.5994,2895.8713,2788.75,2786.63,2921.7449,2835.7683,2819.977
USA/TX/TX_2/FOODS,2016-04-12,2561.763,2667.4756,2632.6892,2605.691,2661.0615,2582.299,2462.9238,2575.6155
USA/TX/TX_2/FOODS,2016-04-13,2533.5132,2617.7966,2617.6187,2536.519,2571.964,2518.0195,2338.993,2512.2764
USA/TX/TX_2/FOODS,2016-04-14,2521.3835,2539.5103,2644.3337,2564.323,2711.2266,2490.2197,2373.9553,2475.1875
USA/TX/TX_2/FOODS,2016-04-15,2787.808,2642.8987,2792.9753,2623.7783,2832.1243,2742.4038,2607.7795,2669.1428
USA/TX/TX_2/FOODS,2016-04-16,3377.726,3285.2795,3332.5596,3116.758,3243.104,3218.898,3100.9177,3173.101
USA/TX/TX_2/FOODS,2016-04-17,3367.0586,3453.3442,3524.7368,3315.5981,3379.663,3348.7366,3449.8499,3349.4302
USA/TX/TX_2/FOODS,2016-04-18,2602.3896,2684.855,2783.6821,2600.1116,2744.4834,2846.7522,2765.8042,2701.782
USA/TX/TX_2/FOODS,2016-04-19,2408.5605,2476.8696,2499.9214,2278.5608,2529.7156,2433.1072,2395.618,2435.7996
USA/TX/TX_2/FOODS,2016-04-20,2358.5305,2375.9949,2451.1052,2289.8372,2463.3196,2385.4229,2301.5278,2371.1702
USA/TX/TX_2/FOODS,2016-04-21,2360.4546,2391.8416,2490.4502,2344.9314,2528.114,2423.0544,2330.0068,2345.0928
USA/TX/TX_2/FOODS,2016-04-22,2626.7664,2547.4497,2667.2063,2612.8743,2736.2954,2577.6125,2554.7993,2548.7227
USA/TX/TX_2/FOODS,2016-04-23,3260.2485,3123.3047,3246.1697,3091.4,3081.8677,3091.9438,3034.9023,3076.697
USA/TX/TX_2/FOODS,2016-04-24,3272.113,3274.2454,3423.2214,3257.1506,3281.996,3251.0288,3390.3474,3248.7188
USA/TX/TX_2/FOODS/FOODS_1,2016-03-28,267.92346,262.90295,265.53177,273.4302,271.0958,265.65723,250.7404,277.6788
USA/TX/TX_2/FOODS/FOODS_1,2016-03-29,251.83762,261.4287,263.85748,274.24258,255.19383,255.84366,233.23862,263.66742
USA/TX/TX_2/FOODS/FOODS_1,2016-03-30,246.28969,270.40662,265.10358,277.30304,259.9974,261.05032,236.7633,257.61893
USA/TX/TX_2/FOODS/FOODS_1,2016-03-31,261.87195,271.84344,277.90695,287.50397,274.89774,280.45853,246.74689,264.57224
USA/TX/TX_2/FOODS/FOODS_1,2016-04-01,331.91223,310.10767,324.22403,313.67563,308.86475,309.81158,264.7498,303.00317
USA/TX/TX_2/FOODS/FOODS_1,2016-04-02,365.34164,359.3679,355.9181,361.72214,332.88956,346.91028,303.27472,345.896
USA/TX/TX_2/FOODS/FOODS_1,2016-04-03,298.45325,304.9628,298.91394,315.97064,299.0198,313.7681,285.7812,304.52277
USA/TX/TX_2/FOODS/FOODS_1,2016-04-04,246.89085,259.8334,253.96112,254.6518,244.01921,253.09378,246.22028,257.168
USA/TX/TX_2/FOODS/FOODS_1,2016-04-05,241.37979,256.9153,249.30736,243.37614,240.53836,243.02312,229.72908,246.93398
USA/TX/TX_2/FOODS/FOODS_1,2016-04-06,238.39845,260.19434,259.2981,263.86896,254.78125,262.71143,228.80788,243.34882
USA/TX/TX_2/FOODS/FOODS_1,2016-04-07,267.48755,280.5866,278.21213,265.2501,273.94894,283.59308,249.74905,250.53963
USA/TX/TX_2/FOODS/FOODS_1,2016-04-08,336.54532,318.10266,328.517,281.06195,302.57217,308.6243,264.61816,293.49683
USA/TX/TX_2/FOODS/FOODS_1,2016-04-09,372.26846,355.80933,369.48355,322.3561,328.2372,354.65173,299.82687,336.04047
USA/TX/TX_2/FOODS/FOODS_1,2016-04-10,308.1936,309.3762,311.11157,303.20526,296.82977,309.76108,278.63153,298.62646
USA/TX/TX_2/FOODS/FOODS_1,2016-04-11,260.1223,268.10562,276.20728,245.22906,256.0781,261.84924,238.65215,253.23164
USA/TX/TX_2/FOODS/FOODS_1,2016-04-12,253.3558,273.48187,274.85544,272.3871,276.47748,266.72308,221.7036,244.19409
USA/TX/TX_2/FOODS/FOODS_1,2016-04-13,258.72574,289.65695,276.71655,282.60413,266.53998,279.595,220.09431,240.73723
USA/TX/TX_2/FOODS/FOODS_1,2016-04-14,280.7364,283.8857,290.93707,276.2839,304.09512,302.3793,233.87064,249.15596
USA/TX/TX_2/FOODS/FOODS_1,2016-04-15,345.41476,315.2717,334.6688,301.45905,322.96658,340.19168,260.12378,294.19482
USA/TX/TX_2/FOODS/FOODS_1,2016-04-16,378.21075,357.66785,359.30197,329.62134,336.10785,352.09113,297.272,335.48587
USA/TX/TX_2/FOODS/FOODS_1,2016-04-17,316.02603,304.11594,297.75897,289.27652,295.287,304.9743,268.73117,299.7876
USA/TX/TX_2/FOODS/FOODS_1,2016-04-18,260.39343,244.94211,244.05994,224.13222,253.39986,262.15836,237.06377,258.34085
USA/TX/TX_2/FOODS/FOODS_1,2016-04-19,248.10333,256.79745,247.17471,207.20052,246.80899,246.79318,221.41019,249.47995
USA/TX/TX_2/FOODS/FOODS_1,2016-04-20,251.30096,265.26678,257.0941,234.43166,262.28836,260.97824,220.89442,245.0232
USA/TX/TX_2/FOODS/FOODS_1,2016-04-21,269.2092,269.5683,278.14017,269.52832,291.6883,294.92834,232.4693,249.8751
USA/TX/TX_2/FOODS/FOODS_1,2016-04-22,339.81653,315.63257,328.88547,301.84454,327.35767,320.46524,263.7389,290.25534
USA/TX/TX_2/FOODS/FOODS_1,2016-04-23,378.47137,361.08597,366.52902,344.38916,326.2253,317.99963,302.09604,331.5398
USA/TX/TX_2/FOODS/FOODS_1,2016-04-24,313.49365,304.8095,308.5176,306.70172,291.3776,285.93793,283.79065,295.62888
USA/TX/TX_2/FOODS/FOODS_2,2016-03-28,402.91995,410.11905,424.31036,389.59265,425.93393,426.05243,427.02783,430.10855
USA/TX/TX_2/FOODS/FOODS_2,2016-03-29,341.62573,339.01596,357.68106,342.56644,339.90274,358.9992,350.26752,364.05505
USA/TX/TX_2/FOODS/FOODS_2,2016-03-30,338.8102,331.5736,341.832,338.63846,307.85397,343.4739,338.42676,348.55164
USA/TX/TX_2/FOODS/FOODS_2,2016-03-31,346.6445,342.80902,351.76654,352.42603,358.46466,356.38168,362.16418,349.11053
USA/TX/TX_2/FOODS/FOODS_2,2016-04-01,375.29556,361.69907,377.72345,376.7357,366.48688,375.95132,399.95923,366.5408
USA/TX/TX_2/FOODS/FOODS_2,2016-04-02,439.11078,451.98474,456.38126,466.3776,456.3468,451.14874,478.0302,431.54816
USA/TX/TX_2/FOODS/FOODS_2,2016-04-03,508.92944,545.0825,546.27423,521.49036,555.70123,540.3812,552.85614,507.84116
USA/TX/TX_2/FOODS/FOODS_2,2016-04-04,467.90237,494.2687,500.3541,455.55637,507.5136,503.15927,519.6756,488.5713
USA/TX/TX_2/FOODS/FOODS_2,2016-04-05,411.37366,429.05206,428.83423,384.3296,403.44473,399.48343,434.65085,420.2773
USA/TX/TX_2/FOODS/FOODS_2,2016-04-06,406.73938,419.0719,430.54922,378.61453,400.4819,384.67767,395.69302,407.425
USA/TX/TX_2/FOODS/FOODS_2,2016-04-07,408.40887,410.53284,427.98975,390.78653,394.09268,387.71692,402.46933,407.05316
USA/TX/TX_2/FOODS/FOODS_2,2016-04-08,424.0137,417.9963,432.24274,421.72223,431.477,394.57916,410.7216,414.1695
USA/TX/TX_2/FOODS/FOODS_2,2016-04-09,482.88104,503.24872,506.8942,470.7729,481.41644,474.74677,482.05307,468.75238
USA/TX/TX_2/FOODS/FOODS_2,2016-04-10,551.1758,574.75885,580.63135,529.5592,569.72894,560.9057,562.4256,543.0377
USA/TX/TX_2/FOODS/FOODS_2,2016-04-11,495.408,531.80695,525.0151,468.54465,515.0605,520.7617,532.0552,516.9467
USA/TX/TX_2/FOODS/FOODS_2,2016-04-12,420.22308,441.21744,446.75787,397.43784,441.143,410.41183,407.25208,430.0121
USA/TX/TX_2/FOODS/FOODS_2,2016-04-13,404.84662,420.26794,421.393,390.53906,413.79044,395.0217,372.2107,404.0536
USA/TX/TX_2/FOODS/FOODS_2,2016-04-14,392.94473,404.52136,411.9663,394.95206,418.97095,377.24597,369.75217,394.17233
USA/TX/TX_2/FOODS/FOODS_2,2016-04-15,399.52716,408.89447,411.64664,395.16415,421.5981,389.83008,387.01822,392.15234
USA/TX/TX_2/FOODS/FOODS_2,2016-04-16,455.00937,483.37677,476.326,465.967,472.3189,449.9588,451.32303,435.44266
USA/TX/TX_2/FOODS/FOODS_2,2016-04-17,510.6351,540.9199,551.4595,500.95886,541.9109,540.0194,530.1785,512.6068
USA/TX/TX_2/FOODS/FOODS_2,2016-04-18,449.2301,491.36273,489.98407,444.4606,484.7635,494.9615,501.2816,486.10925
USA/TX/TX_2/FOODS/FOODS_2,2016-04-19,370.12265,386.82718,397.6462,372.56232,395.6953,386.96344,386.42807,394.40378
USA/TX/TX_2/FOODS/FOODS_2,2016-04-20,353.82193,372.90515,371.91296,345.37915,349.73828,358.87094,356.43134,368.56976
USA/TX/TX_2/FOODS/FOODS_2,2016-04-21,344.57172,352.93973,364.85382,358.6873,351.5981,345.5675,354.66013,362.12527
USA/TX/TX_2/FOODS/FOODS_2,2016-04-22,354.34125,347.48508,362.1737,368.10336,365.44052,360.45023,373.58667,362.39532
USA/TX/TX_2/FOODS/FOODS_2,2016-04-23,407.71713,431.567,438.37662,424.97424,428.43225,407.9445,427.89603,400.68616
USA/TX/TX_2/FOODS/FOODS_2,2016-04-24,465.048,512.56616,500.2727,471.51086,508.78064,487.03268,521.0902,470.97195
USA/TX/TX_2/FOODS/FOODS_3,2016-03-28,1919.3793,1874.2822,1989.2777,1858.7664,1920.8241,1956.4163,2000.5643,1984.1052
USA/TX/TX_2/FOODS/FOODS_3,2016-03-29,1770.4143,1700.5905,1763.4915,1739.8301,1747.6267,1689.5433,1751.703,1723.5068
USA/TX/TX_2/FOODS/FOODS_3,2016-03-30,1737.899,1687.0521,1744.8682,1683.897,1698.6063,1672.1923,1709.8928,1684.6831
USA/TX/TX_2/FOODS/FOODS_3,2016-03-31,1766.8796,1688.3018,1759.9583,1748.3584,1809.1055,1732.6637,1759.2676,1700.7937
USA/TX/TX_2/FOODS/FOODS_3,2016-04-01,1994.5527,1888.6825,1959.5889,1978.5997,1923.0231,1883.0967,1878.3251,1896.884
USA/TX/TX_2/FOODS/FOODS_3,2016-04-02,2519.666,2374.0369,2406.6968,2460.1436,2368.364,2390.3604,2300.4453,2336.5066
USA/TX/TX_2/FOODS/FOODS_3,2016-04-03,2545.2842,2547.7427,2589.6743,2563.9907,2551.8188,2528.3938,2546.3936,2507.642
USA/TX/TX_2/FOODS/FOODS_3,2016-04-04,1962.1384,1919.1362,2027.4186,1959.762,1966.9877,2090.4011,2234.3613,2023.1217
USA/TX/TX_2/FOODS/FOODS_3,2016-04-05,1838.9749,1793.8069,1830.7961,1781.3225,1813.6587,1790.8401,1879.2585,1831.043
USA/TX/TX_2/FOODS/FOODS_3,2016-04-06,1809.219,1806.5684,1855.8848,1744.813,1840.2577,1803.8422,1793.9716,1817.3613
USA/TX/TX_2/FOODS/FOODS_3,2016-04-07,1842.7865,1833.4575,1890.4219,1826.581,1830.9635,1833.8268,1752.4352,1824.4408
USA/TX/TX_2/FOODS/FOODS_3,2016-04-08,2068.8027,1990.6066,2056.2502,2025.4722,2033.207,1930.1495,1940.8765,2001.2214
USA/TX/TX_2/FOODS/FOODS_3,2016-04-09,2587.4312,2495.8723,2520.6323,2382.669,2388.082,2408.674,2352.4058,2425.1245
USA/TX/TX_2/FOODS/FOODS_3,2016-04-10,2601.2808,2646.5967,2691.3828,2575.2952,2589.8455,2523.4812,2632.958,2582.2854
USA/TX/TX_2/FOODS/FOODS_3,2016-04-11,2006.878,2085.909,2106.0327,2035.9836,2033.9629,2143.1265,2083.962,2080.7603
USA/TX/TX_2/FOODS/FOODS_3,2016-04-12,1861.5795,1937.787,1921.9286,1885.1992,1945.2635,1887.0894,1781.4254,1884.7346
USA/TX/TX_2/FOODS/FOODS_3,2016-04-13,1839.6515,1921.4291,1919.3832,1822.2488,1881.2174,1841.5809,1689.1152,1838.2621
USA/TX/TX_2/FOODS/FOODS_3,2016-04-14,1838.4432,1856.2698,1950.7722,1853.0201,1994.0194,1820.4176,1718.755,1813.5781
USA/TX/TX_2/FOODS/FOODS_3,2016-04-15,2053.3633,1945.546,2075.3054,1917.6211,2093.6128,2032.6863,1922.6587,1970.5818
USA/TX/TX_2/FOODS/FOODS_3,2016-04-16,2537.699,2459.1829,2503.6543,2349.1143,2420.1326,2404.717,2277.525,2380.6824
USA/TX/TX_2/FOODS/FOODS_3,2016-04-17,2545.0498,2591.3774,2650.6174,2524.7559,2532.7893,2487.8552,2617.017,2517.8406
USA/TX/TX_2/FOODS/FOODS_3,2016-04-18,1934.7932,1965.9464,2044.5664,1924.1067,2026.5619,2102.2742,2041.5115,1985.8127
USA/TX/TX_2/FOODS/FOODS_3,2016-04-19,1776.2675,1826.8354,1847.0948,1677.3474,1882.7646,1798.3688,1736.7408,1778.2222
USA/TX/TX_2/FOODS/FOODS_3,2016-04-20,1739.4388,1762.7965,1817.1459,1693.7217,1835.351,1763.4785,1663.342,1733.7457
USA/TX/TX_2/FOODS/FOODS_3,2016-04-21,1742.5631,1771.4897,1853.5645,1731.9263,1889.3756,1810.4022,1687.7903,1720.3489
USA/TX/TX_2/FOODS/FOODS_3,2016-04-22,1954.9172,1893.1334,1998.8534,1933.5038,2054.8416,1932.5265,1882.8562,1887.4078
USA/TX/TX_2/FOODS/FOODS_3,2016-04-23,2471.2922,2352.4102,2460.9333,2314.8638,2318.3394,2335.4875,2291.6016,2312.7288
USA/TX/TX_2/FOODS/FOODS_3,2016-04-24,2493.8833,2474.6226,2597.7454,2462.323,2468.9417,2437.5447,2570.6548,2446.5508
USA/TX/TX_2/HOBBIES,2016-03-28,338.83755,343.961,360.81253,353.29095,348.3935,349.13593,357.76404,343.2052
USA/TX/TX_2/HOBBIES,2016-03-29,331.326,337.84903,348.0375,355.96796,339.52493,340.78442,341.95633,337.7767
USA/TX/TX_2/HOBBIES,2016-03-30,331.25867,343.6955,351.27194,348.16037,350.10535,342.5301,333.78073,341.8107
USA/TX/TX_2/HOBBIES,2016-03-31,345.58313,350.5344,356.93872,354.41556,364.79456,347.17816,341.18158,345.47824
USA/TX/TX_2/HOBBIES,2016-04-01,380.331,367.26913,383.65698,378.05313,365.31964,365.04398,363.72794,365.55664
USA/TX/TX_2/HOBBIES,2016-04-02,406.90784,410.7884,427.91284,417.15848,401.05212,411.4292,402.9519,402.40292
USA/TX/TX_2/HOBBIES,2016-04-03,375.32916,408.78903,406.9191,410.37177,404.466,398.30215,440.6832,401.3556
USA/TX/TX_2/HOBBIES,2016-04-04,338.06964,356.5537,367.9226,355.78787,349.9885,360.9455,395.6021,358.14673
USA/TX/TX_2/HOBBIES,2016-04-05,325.21545,335.3329,346.382,330.43652,341.18698,343.01633,343.4106,340.9826
USA/TX/TX_2/HOBBIES,2016-04-06,323.5814,340.78375,350.8939,332.40555,353.3023,348.1864,335.3033,341.2722
USA/TX/TX_2/HOBBIES,2016-04-07,336.5179,334.8527,354.73685,334.03165,349.3728,347.07462,337.69815,343.23764
USA/TX/TX_2/HOBBIES,2016-04-08,371.4768,361.4413,381.57037,355.84576,365.3839,358.9046,354.91248,358.20056
USA/TX/TX_2/HOBBIES,2016-04-09,396.85983,405.30432,425.4088,407.7776,393.94974,398.04114,402.16046,391.71988
USA/TX/TX_2/HOBBIES,2016-04-10,366.68326,392.72455,401.02002,410.21603,383.67938,389.7171,442.1575,394.28467
USA/TX/TX_2/HOBBIES,2016-04-11,333.49017,357.84158,371.60074,359.67517,365.12753,357.25278,385.04333,355.5676
USA/TX/TX_2/HOBBIES,2016-04-12,321.45792,337.06287,354.9479,335.45752,355.91498,340.25775,337.06607,339.8443
USA/TX/TX_2/HOBBIES,2016-04-13,319.7973,344.63208,355.79477,335.46103,346.86243,338.96085,327.89258,339.1363
USA/TX/TX_2/HOBBIES,2016-04-14,335.78015,347.34525,365.51816,332.76935,359.627,341.54657,333.6644,339.92273
USA/TX/TX_2/HOBBIES,2016-04-15,372.22736,370.45724,389.4294,358.3939,375.71573,368.2945,356.99457,353.47974
USA/TX/TX_2/HOBBIES,2016-04-16,400.23874,418.08545,437.46182,416.65518,394.46063,403.5859,409.5089,386.6428
USA/TX/TX_2/HOBBIES,2016-04-17,372.32645,412.39307,421.41675,410.3077,411.51437,394.3438,432.71313,390.21075
USA/TX/TX_2/HOBBIES,2016-04-18,340.82834,375.93033,380.81427,365.02814,372.23196,356.47266,383.899,352.43726
USA/TX/TX_2/HOBBIES,2016-04-19,331.43567,351.89062,362.60242,345.8724,361.55807,345.31543,338.50406,335.7316
USA/TX/TX_2/HOBBIES,2016-04-20,332.69333,355.31433,365.31665,334.1294,364.14322,352.9612,329.279,334.7557
USA/TX/TX_2/HOBBIES,2016-04-21,347.5731,350.61606,365.02243,347.19815,382.42838,354.79916,336.0782,337.46637
USA/TX/TX_2/HOBBIES,2016-04-22,388.70264,367.74893,395.45233,383.40314,385.28934,366.24506,362.003,352.00394
USA/TX/TX_2/HOBBIES,2016-04-23,413.3417,412.50632,443.97916,425.40674,398.52783,384.5943,406.65594,387.19662
USA/TX/TX_2/HOBBIES,2016-04-24,381.4292,400.9861,421.99872,406.45926,387.4507,387.05997,442.87122,396.21982
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-03-28,287.6229,289.04025,306.29047,306.00745,303.0166,296.96228,307.1752,294.39233
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-03-29,279.54248,287.05093,291.0943,298.08426,285.0594,283.61514,292.67444,287.5015
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-03-30,278.63882,283.6396,293.08896,292.1887,289.85562,284.1845,284.9793,291.02505
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-03-31,291.14664,293.70633,297.67444,294.31802,310.24185,293.3839,292.8105,294.3737
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-01,325.5821,312.70496,324.08237,317.43152,315.3622,312.71973,312.4622,313.16306
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-02,355.88626,355.147,364.5337,354.29623,347.6206,354.90515,342.89627,348.7303
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-03,326.86115,351.12183,345.9962,352.53186,347.0444,342.15216,370.67963,348.79907
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-04,287.78262,299.20273,309.24484,306.57477,303.85965,306.78934,331.47946,305.948
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-05,276.2683,284.10303,287.82425,280.58707,289.5407,289.2927,295.1018,289.15143
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-06,273.97052,282.94998,290.78046,283.0624,300.782,292.9367,287.4453,289.69247
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-07,285.0752,276.55023,294.1223,282.1016,293.11166,291.6987,290.27844,291.98065
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-08,320.45944,301.8278,319.8242,303.06586,314.14398,303.7506,303.7215,306.23004
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-09,349.63675,348.24854,360.32022,356.4069,339.28888,339.8238,343.87924,338.12625
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-10,320.97528,336.47696,337.74295,359.66318,330.0617,330.7257,364.14014,341.40598
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-11,284.3488,300.56802,310.52136,313.2674,313.4358,303.28848,319.02817,302.7469
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-12,272.96725,284.63885,296.38016,287.52713,300.74707,284.13528,285.4615,287.0242
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-13,271.80594,280.50516,295.65176,284.7021,288.04236,282.46786,279.86386,286.4275
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-14,284.03827,282.2848,305.7181,283.22812,299.49786,287.19623,285.35278,287.8511
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-15,320.35153,311.06604,329.83914,308.22415,324.656,312.6249,324.759,301.46573
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-16,350.6582,356.68002,372.99585,366.49753,345.1023,351.15674,347.16965,333.3168
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-17,324.03152,349.75586,359.3916,361.4644,351.5936,341.65564,359.23642,337.37204
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-18,288.708,315.95587,322.70145,321.24515,318.05402,305.99258,319.72925,300.33652
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-19,278.98074,298.0935,306.48685,294.35263,308.39777,295.06393,286.8475,284.31766
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-20,278.70193,298.76245,308.62732,284.3984,308.12277,297.84506,280.60754,284.0163
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-21,291.4527,296.265,310.3185,292.31375,327.75095,301.10165,287.49023,287.63904
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-22,330.6409,313.6677,340.6077,322.68695,333.99567,315.08737,309.31024,302.33395
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-23,359.94287,355.16092,384.49335,364.5954,345.96384,335.33978,345.7469,335.7072
USA/TX/TX_2/HOBBIES/HOBBIES_1,2016-04-24,330.87128,348.4056,363.966,350.93872,332.82092,335.72745,369.09787,344.68112
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-03-28,46.0955,46.0871,48.3945,44.00457,46.32361,50.280407,46.812893,46.98804
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-03-29,47.813503,45.816723,49.92395,52.930157,54.09689,53.271744,50.57061,47.15926
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-03-30,49.587948,50.411964,54.74787,50.50127,60.28323,56.489326,50.64706,47.716026
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-03-31,52.1004,45.719837,52.686817,52.42794,55.36339,51.190826,50.417088,48.247932
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-01,52.597614,45.119576,48.992382,54.067646,50.882504,50.47502,52.701202,48.27377
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-02,49.845787,48.67759,51.16576,62.10431,55.09706,53.103703,56.66994,48.05492
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-03,46.597004,49.26814,53.223763,57.7497,56.992023,54.60553,60.28335,47.888687
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-04,45.543022,45.994415,48.312202,49.20228,45.419067,51.555836,56.049484,47.468174
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-05,45.557922,42.726208,50.96803,48.03182,51.25001,50.165417,52.879543,46.8086
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-06,46.96752,46.585876,54.76084,47.50175,53.634556,56.12491,50.431694,46.49355
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-07,49.009293,45.028557,54.11677,46.95182,55.62144,52.936928,49.80656,46.734726
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-08,48.505795,42.260986,51.64345,48.868725,51.81347,51.32442,52.008186,47.37038
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-09,46.67893,45.32654,54.53238,54.259285,55.45829,56.949837,53.910294,48.177917
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-10,44.50991,47.013462,55.02077,52.620365,54.07153,57.883244,56.757336,48.852814
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-11,43.954243,45.70302,51.891415,44.651443,51.92792,52.418686,54.96594,49.075245
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-12,44.957897,41.78153,51.526142,41.65935,55.780518,55.57517,48.855705,48.854027
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-13,45.655827,48.481876,54.452957,46.33853,60.19177,57.42224,44.16808,48.545784
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-14,48.933277,46.088154,54.317905,47.390827,60.29568,53.348354,43.079693,48.441555
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-15,49.384552,42.55061,52.178337,46.724564,51.747192,53.751007,44.716225,48.549473
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-16,48.370758,46.961727,54.751938,51.956635,50.708508,53.07622,47.844463,48.73152
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-17,46.2649,49.041004,56.168697,52.88997,61.16147,52.876553,49.134537,48.80912
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-18,47.575653,45.372406,50.233597,43.30789,53.859165,50.728737,49.50476,48.61378
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-19,48.98733,42.787163,51.000645,47.11776,54.32009,51.09469,44.842537,48.15343
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-20,51.311115,47.00759,53.462013,44.152344,56.683704,56.450752,41.042866,47.65627
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-21,54.636482,46.44504,51.799744,50.002434,55.36463,53.5672,40.90365,47.347973
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-22,55.336147,39.808052,46.890163,49.605328,51.999405,50.282494,43.264668,47.295734
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-23,52.56645,42.389656,51.579838,59.250317,53.696552,49.531723,45.327225,47.46489
USA/TX/TX_2/HOBBIES/HOBBIES_2,2016-04-24,48.539265,43.314278,52.62019,53.05606,54.37528,51.918655,48.37051,47.766525
USA/TX/TX_2/HOUSEHOLD,2016-03-28,885.2661,930.2525,944.9568,922.41327,893.0329,888.9665,938.982,967.06714
USA/TX/TX_2/HOUSEHOLD,2016-03-29,847.5228,873.15857,882.1054,910.29285,836.2113,836.332,889.1274,922.82874
USA/TX/TX_2/HOUSEHOLD,2016-03-30,850.3853,880.42065,890.8612,933.17395,857.16925,841.65436,886.4865,927.30896
USA/TX/TX_2/HOUSEHOLD,2016-03-31,876.4732,900.4611,892.68243,948.00366,916.2287,864.1679,911.9425,943.1463
USA/TX/TX_2/HOUSEHOLD,2016-04-01,994.89746,970.2042,1004.3781,1014.8788,974.0014,960.35956,1003.5637,1026.065
USA/TX/TX_2/HOUSEHOLD,2016-04-02,1202.7435,1202.7156,1218.5314,1227.7493,1222.4484,1216.3812,1194.5754,1210.4547
USA/TX/TX_2/HOUSEHOLD,2016-04-03,1148.1382,1226.3109,1211.8187,1229.6787,1252.3317,1232.6094,1258.0768,1221.6075
USA/TX/TX_2/HOUSEHOLD,2016-04-04,911.9126,975.5573,986.17847,953.00073,966.6739,964.8335,1038.6848,1003.4935
